artist_name,artist_genre
Burgerkill,"indonesian death metal, indonesian deathcore, indonesian indie, indonesian metal, indonesian post-hardcore, indonesian rock"
Ernie Watts,jazz saxophone
Shannon Brown,deep contemporary country
Aiboforcen,"aggrotech, dark electro, ebm, electro-industrial, futurepop, neo-synthpop"
Helen Boulding,ectofolk
Sanford Townsend Band,"deep soft rock, yacht rock"
A Band Called Pain,hip hop
Deadkedы,hip hop
Junge Dichter und Denker,hip hop
Oil 10,power noise
Pancake Manor,"children's music, preschool children's music"
Throne of Katarsis,"norwegian black metal, norwegian metal"
Walker Allen,hip hop
Scott St. John,hip hop
קורין אלאל,hip hop
Axamenta,belgian death metal
Batido's House Band,hip hop
Happy Jawbone Family Band,"hypnagogic pop, vermont indie"
The Bollweevils,"chicago punk, orgcore"
Henry John Morgan,hip hop
OBLIVION DUST,hip hop
Salah Edin,"arabic hip hop, dutch hip hop"
Smalltown DJs,bmore
The Happy Bullets,dallas indie
The Hundred Acre Woods,hip hop
The Late Call,swedish indie folk
Ventura Lumi,hip hop
Miilkbone,"deep east coast hip hop, new jersey rap"
Puerto Candelaria,colombian rock
Ricardo Tanturi,"orquesta tipica, tango, vintage tango"
Sharon Den Adel,hel
Friends Without Faces,furry
Adair Cardoso,sertanejo universitario
Carsie Blanton,hip hop
Grimelock,hip hop
Indoor Rain Sounds,hip hop
Michael Peterson,country road
The NESkimos,hip hop
Das Paradies,"german indie, leipzig indie"
A Band Called Quinn,hip hop
CPEN,hip hop
Jef Neve,"belgian jazz, belgian modern jazz"
Opium Jukebox,hip hop
Patrick Ball,"celtic harp, string folk"
Caballero Reynaldo,hip hop
Banda Destructora,"banda carnavalera, banda guanajuatense"
Richard Chamberlain,hip hop
Robert Rental,"british experimental, british industrial, minimal wave, proto-techno, uk post-punk"
Bruno Martino,classic italian pop
Lucas Woodland,hip hop
Anubian Lights,hip hop
Justin Champagne,"modern country pop, redneck"
Lajkó Félix,hungarian folk
Sammy Price,"barrelhouse piano, boogie-woogie, jump blues, modern swing, piano blues"
Archie Bleyer & His Orchestra,hip hop
Eduardo Falú,"folclore salteno, folklore argentino, guitarra argentina"
Ice Prince,"afrobeats, afropop, nigerian hip hop, nigerian pop"
Lynnsha,zouk
冴島大河(小山力也),shonen
Wes Jeans,power blues-rock
Zatokrev,swiss metal
Copperpot,hip hop
Superiors,hip hop
The Hilltoppers,"deep adult standards, vocal harmony group"
Wilhelm Peterson-Berger,"post-romantic era, swedish classical"
Devil May Cry,hip hop
Djumbo,"bubblegum dance, dutch pop"
The Orion Experience,"pov: indie, stomp pop"
The Count Bishops,pub rock
Chiharu Matsuyama,"japanese folk, japanese singer-songwriter"
Blunt Mechanic,deep indie pop
Fear of God,old school thrash
Goblini,"balkan punk, serbian alternative rock, yugoslav rock"
Moonshine Bandits,"country rap, redneck"
00Genesis,hip hop
Hayce Lemsi,"french hip hop, pop urbaine, rap francais"
Kevin Parent,"auteur-compositeur-interprete quebecois, rock quebecois"
Mizz Nina,malaysian hip hop
Restless Soul,broken beat
Valesca Mayssa,brazilian gospel
Diabologum,"french experimental rock, rock independant francais"
Gladstone Anderson,"early reggae, rocksteady"
Pimpulsiv,german alternative rap
Scott Fagan,hip hop
Curious Dreamers,hip hop
Sew Intricate,pixie
Josh Savage,indie anthem-folk
Mariani,brazilian ccm
Nicola Porpora,"baroque, italian opera"
Richard Searles,hip hop
Divercia,finnish melodeath
Jenny Morris,classic nz pop
Ella May Saison,"classic opm, opm"
Anjey Satori,"meditation, tone"
Konstantin Gropper,hip hop
Kill Me Tomorrow,experimental indie rock
Light Up The Sky,"electronicore, post-post-hardcore, post-screamo"
David Carnes,instrumental worship
Dudley Moore,british comedy
John Doyle,jig and reel
Jule Vera,pixie
Passo Torto,"brazilian indie, nova mpb"
Rino Cerrone,hip hop
Danny Malone,austindie
Jaroslav Beck,speedrun
Lock 'N Load,"bouncy house, hard house"
Mahasti,"classic persian pop, musiqi-ye zanan, persian pop"
Tagträumer²,hip hop
Aephanemer,"french death metal, melodic death metal, symphonic melodic death metal, viking metal"
Ark Sano,hip hop
Bielizna,"polish post-punk, polish punk"
María Dueñas,violin
Unknown Hinson,outlaw country
Katie Got Bandz,"chicago bop, chicago rap, drill, trap queen"
Zain Bhikha,nasheed
The Wrong Side,"boston hardcore, straight edge"
Kalash Criminel,"french hip hop, pop urbaine, rap francais"
Kritical Audio,hip hop
Alpha Wann,"french hip hop, pop urbaine"
Frank London,klezmer
Alberto Rabagliati,swing italiano
Leee John,hip hop
Aquafeel,progressive psytrance
Arpadys,vintage french electronic
Carel Kraayenhof,"bandoneon, classical accordion"
Dan Michaelson,hip hop
Di Naye Kapelye,klezmer
SweepersENT,new york drill
QUELL/和泉柊羽(CV:武内駿輔)、堀宮英知(CV:西山宏太朗)、久我壱星(CV:仲村宗悟)、久我壱流(CV:野上翔),anime cv
Jensen Interceptor,"australian techno, destroy techno"
Le Super Borgou de Parakou,hip hop
Mikaila Delgado,hip hop
Seda Sayan,"arabesk, deep turkish pop, turkish pop"
AVOID,metalcore
Aleph-1,glitch
Jack Of Sound,"classic hardstyle, euphoric hardstyle, rawstyle"
Psykup,neo metal
Sanjoy,desi pop
The Naked And The Dead,deathrock
The Whiffenpoofs,college a cappella
World Saxophone Quartet,"avant-garde jazz, jazz quartet, jazz saxophone"
Небеса,hip hop
Wasteland strider,hip hop
They Came From The Stars I Saw Them,experimental indie rock
Janne Lucas,classic swedish pop
Terry Hoax,hip hop
Yasuko Agawa,classic city pop
A.C. Marias,uk post-punk
Danny J Lewis,uk garage
The Teen Kings,hip hop
Shinies,hip hop
So Much Light,hip hop
Sobrenadar,"electra, electronica argentina, latin shoegaze, latintronica"
Strangefruit,hip hop
Kaimo K,"progressive uplifting trance, uplifting trance"
Lauran Hibberd,"english indie rock, isle of wight indie"
Wilton Felder,hip hop
大友良英スペシャルビッグバンド,hip hop
Gerard Van Maasakkers,streektaal
Jamrud,"classic indonesian rock, indonesian rock"
Korpi Ensemble,finnish modern jazz
Pulse Legion,"dark electro-industrial, electro-industrial"
Reza Yazdani,"classic persian pop, persian pop, persian rock"
The Gifted Children,hip hop
Vilde Frang,violin
BEATLESS,hip hop
Bloodiest,hip hop
Mayo Thompson,psychedelic folk rock
Mercedes Peón,"galego, galician rock, spanish folk"
Micha Maat,hip hop
AM Kidd,asian american hip hop
Iwona Węgrowska,polish pop
Bergen Philharmonic Orchestra,"classical performance, nordic orchestra, orchestra"
Healing Sounds for Deep Sleep and Relaxation,"sleep, sound"
BAKU & DJ YOUHEI,hip hop
Hjalle & Heavy,danspunk
Hugh Wolff,orchestral performance
Life At These Speeds,hip hop
Gayle San,"frankfurt electronic, schranz"
Goldtrix,hip hop
Intikus,hip hop
Jackie Robinson,hip hop
Kik Tracee,"glam metal, sleaze rock"
Zaki Ibrahim,canadian pop
Осман Азисов,hip hop
Mayumi Itsuwa,"japanese singer-songwriter, kayokyoku"
Apenino,hip hop
Konstantin Lifschitz,russian classical piano
The BESTS,thai hip hop
Ümit Sayın,turkish pop
ColdTears,swedish metalcore
Manuel Riva,romanian electronic
Bernard Estardy,"hammond organ, rock progressif francais, spytrack, vintage french electronic"
Hammer Horde,"deep folk metal, folk metal, viking metal"
Lords of Black,"melodic metal, symphonic power metal"
Royal Philharmonic Orchestra conducted by Louis Clark,hip hop
Bzikebi,hip hop
M. the Heir Apparent,hip hop
Guilty Connector,"japanoise, noise"
Sarai Rivera,"adoracion pentecostal, latin christian"
fidget blue,trap beats
Franz & Shape,hip hop
Kash Doll,"detroit hip hop, trap queen"
The Flock,classic praise
BEFFROI,belgian hip hop
Ancst,"blackened crust, blackened hardcore, neo-crust"
Citizens & Saints,hip hop
Eloise Laws,northern soul
Fel Sweetenberg,flick hop
Kate Project,workout product
Sabina Babayeva,azeri pop
The American Tragedy,hip hop
Bjørn Riis,"modern progressive rock, norwegian prog"
Jon Langford,hip hop
Jonathan Roy,canadian folk
Stevie Stone,hip hop
Akil Ammar,"mexican hip hop, rap conciencia, rap underground mexicano"
Charlie Ace,hip hop
Dan Baird,hip hop
Rashid Hadee,underground boom bap
Social Disco Club,portuguese electronic
Caleb Calloway,urbano latino
Carlos D'Alessio,french soundtrack
The Cleftones,"doo-wop, rhythm and blues, rock-and-roll"
Ladybug Mecca,alternative r&b
Nils Økland,"dark jazz, norwegian jazz"
Andrey Avkhimovich,hip hop
Darol Anger,"bluegrass fiddle, jazz violin, mandolin, progressive bluegrass"
Georg Malmstén,"classic finnish pop, classic iskelma, musiikkia lapsille"
Marcus Bonfanti,modern blues
RABBII,melodipop
Cyclist,hip hop
Debile Menthol,"avant-rock, rock in opposition, zolo"
Leah Dou,"chinese indie, chinese indie pop"
Paula Frazer,hip hop
Radical Noise,"turkish hardcore, turkish metal, turkish punk"
TSHA,uk house
Wild Youth,irish pop
Avantgardet,"kalmar indie, swedish indie rock"
Bryden Thomson,hip hop
Jade McNelis,deep acoustic pop
Shawn Stockman,contemporary r&b
8-Bit Bitch,8-bit
Aboutblank & KLC,hip hop
Sarah Brendel,german ccm
Agrotóxico,"brazilian hardcore, brazilian punk"
Approaching the Eschaton,hip hop
Fiction 8,hip hop
PINKLOUD PLAYGROUND,hip hop
Spike Jones New Band,hip hop
The Wolf Banes,"belgian indie, belgian rock"
A Rocket In Dub,dusseldorf electronic
Antoine Brumel,"franco-flemish school, french renaissance, renaissance"
Reggae National Tickets,italian reggae
Chic Gamine,manitoba indie
Sirvan Khosravi,"persian pop, persian rock"
XDB,hip hop
Electric Litany,greek indie
Fury Weekend,"future rock, synthwave"
Just Big Hills,lo-fi beats
Tarun Sagar,hip hop
Hisato Higuchi,japanese psychedelic rock
Nick Corline,hip hop
Second Still,dark post-punk
They Go Boom,tape club
Mondo Candido,italian lounge
T Suriavelan,hip hop
Himekami,hip hop
Indrasish Ghosh,hip hop
Safe and Sound,hip hop
Sudden Death!,geek rock
Harrison Crump,hip hop
Poema Arcanus,chilean metal
The Monroe Brothers,"appalachian folk, bluegrass, country gospel, traditional folk"
GRANT ALEXANDER,hip hop
The Wilson Springs Hotel,hip hop
La Dama Se Esconde,spanish new wave
fast forward >>,sped up
GroovyRoom,"k-rap, korean r&b"
Roine Stolt,"neo-progressive, progressive rock, symphonic rock"
The God Awfuls,hip hop
015B,"classic k-pop, k-indie, korean electropop, korean pop"
Brigid Mae Power,irish singer-songwriter
The Vipers Skiffle Group,skiffle
Alxndr London,hip hop
Filipa Azevedo,hip hop
Monika Borzym,"polish jazz, polish modern jazz"
Baiyon,japanese electronic
Stereo Image,hip hop
DJ THT,hands up
dip in the pool,art pop
Hotel Empress,hip hop
Greg June,hip hop
Minniva,"hel, melodic metal"
Ramases,psychedelic folk
Wintercult,"depressive black metal, russian black metal, voidgaze"
amGod,hip hop
Братья Улыбайте,hip hop
Baba Yaga,hip hop
Bobby Williams,rare groove
Hallé,"british orchestra, orchestra"
Nemertines,"djent, thall"
Vertue,hip hop
Compulsion Games,hip hop
The Entities,"djent, instrumental progressive metal"
Juaninacka,"boom bap espanol, spanish hip hop"
squeeze11,hip hop
Skinny Girl Diet,"indie punk, queercore, riot grrrl"
Def Jef,harlem hip hop
Eagle And The Worm,hip hop
Jimmy Wopo,pittsburgh rap
"Oh, Hush!",hip hop
Lynda Randle,southern gospel
Mind The Gap,hip hop
Sister K & Oh! Sharels,hip hop
The Excitements,retro soul
Diana Netchaeva,violin
Michel Chion,"acousmatic, drone, french contemporary classical, musique concrete"
Robert & Johnny,hip hop
XBRAINIAX,"noisecore, powerviolence"
Bettina Wegner,liedermacher
Blind Illusion,"old school thrash, progressive thrash"
Cosa Rosa,hip hop
Extinction Of Mankind,stenchcore
Hunter/Game,italian techno
Lamyadon,hip hop
Sølvguttene,"children's choir, norwegian choir"
Blueline Medic,"aussie emo, australian alternative rock"
Engelsstaub,"dark wave, neue deutsche todeskunst"
Euphoreon,"deep melodic death metal, melodic death metal"
Vincent Van Gold,nashville indie
Big Al Downing,hip hop
Dzelzs Vilks,"latvian pop, latvian rock"
RAATE,hip hop
The Hanks,hip hop
Andrius Pojavis,hip hop
quarkimo,hip hop
The Hellfreaks,hungarian rock
OUTCAST BLOCK,hip hop
Laura J Martin,hip hop
Gemma Fox,"old school bassline, uk garage"
Giedrė,lithuanian pop
Luna Skyward,hip hop
The Frogmen,hip hop
Achanak,"bhangra, classic bhangra"
Dorian Gray,canadian metalcore
KarmaComa,hip hop
Timur Selçuk,"classic turkish pop, turkish jazz, turkish psych"
Zoot Money's Big Roll Band,british invasion
夜刀神十香 (CV: 井上麻里奈),hip hop
Charles Dickens,writing
Family Four,"classic swedish pop, vintage swedish pop"
Goldie Locks,hip hop
Janek Gwizdala,electric bass
Susi Hyldgaard,hip hop
The Wishmaster,"dark hardcore, gabber, hardcore techno, uptempo hardcore"
Madface,"czech electronic, deep liquid"
Outsidaz,new jersey rap
Robert Drasnin,"exotica, lounge, space age pop"
Buffalo Speedway,hip hop
Carlos Alberich,hip hop
Aleyna Tilki,turkish pop
Nivhek,spectra
Skeler,"chill phonk, drift phonk, wave"
Theo Spagna,hip hop
White Hassle,hip hop
Big Zulu,"afro soul, kasi rap, south african hip hop, south african pop"
吉岡亜衣加,hip hop
Blackdeath,hip hop
Inverloch,"death doom, voidgaze"
Larry Fisherman,hip hop
Arve Tellefsen,"classic norwegian pop, violin"
Lou Berry,hip hop
Jason Mundo,hip hop
Mundo Bita,musica infantil
Pornomotora,colombian rock
Roffe Ruff,"gothenburg hip hop, swedish hip hop, swedish reggae"
Skadaddyz,ska
The Slow Death,orgcore
이민호,hip hop
Cuizinier,hip hop
The Distractions,hip hop
Mooli,hip hop
Stretch Princess,hip hop
Eldorado Red,"alabama rap, atl trap"
Moira Dela Torre,opm
AJIMAL,chamber pop
Alfredo Belusi,"tango, vintage tango"
Buc Fifty,canadian old school hip hop
Los Hermanos Dalton,spanish new wave
Rob Dekay,dutch pop
The Coal Porters,hip hop
Фантастика,hip hop
Audiovision,"christian metal, christian power metal"
Brothers Past,jamtronica
Los De Marras,"punk urbano, spanish punk"
LuvLess,chill house
Manu Crooks,"aussie drill, australian hip hop, australian trap"
Quiet Lights,shimmer psych
Roberto Dalla Vecchia,"fingerstyle, instrumental acoustic guitar"
TRI4TH,"japanese jazz, japanese jazz fusion, japanese jazztronica"
The Dead Bodies,deep indie rock
The Little Heroes,hip hop
The Pale Pacific,jangle rock
Acid Horse,industrial
Archie Fisher,"british folk, scottish singer-songwriter"
Bakflip feat. O.S.T.R.,hip hop
James Delleck,hip hop
Michel Dida,"swedish hip hop, swedish trap"
Moon Holiday,australian electropop
Oskoreien,viking black metal
Segismundo Toxicómano,"punk urbano, spanish punk"
Anamar,hip hop
Marianne Mendt,austropop
The Danks,pei indie
The Tim Version,orgcore
Adam Ben Ezra,israeli jazz
Kim Lenz & Her Jaguars,neo-rockabilly
Sky Flying By,"atmospheric post-rock, cinematic post-rock, instrumental post-rock"
Mic Donet,talentschau
Twentieth Century Zoo,classic psychedelic rock
XANADU,hip hop
Art Mooney,hip hop
BonJay,hip hop
DVA Damas,hip hop
DaMadMaxx,hip hop
Dom Gaston le Nézet,hip hop
Gaston Bros,gotlandsk musik
Marina Gallardo,hip hop
Oscar Wilde & Mycroft Holmes,"hoerspiel, writing"
Pinact,"indie punk, scottish rock"
Gestalt Girl,taiwan rock
Josh Freese,hip hop
Taikakuu,"classic finnish pop, classic iskelma, iskelma"
Theodore Paul & Gabriel,hip hop
Smohalla,"avant-garde black metal, french black metal"
Duane Whitaker,hip hop
אפרת גוש,hip hop
Bob T.RacKer,hip hop
Isvind,"norwegian black metal, norwegian metal"
Kevin Suter,hip hop
Zive kvety,"czech rock, slovak indie"
Second-Hand Furniture,twee pop
The Great Unwashed,dunedin sound
Blow Up Hollywood,hip hop
Digital Hit Factory,synthesizer
G-Town Madness,gabber
Joey Riot,"bouncy house, deep happy hardcore"
Las Cafeteras,"latinx alternative, nuevo folklore mexicano"
Momento,binaural
models for the radio,hip hop
The Majesty And Glory Performers,hip hop
Savage747ent,hip hop
Ghost Mutt,hip hop
Roos Jonker,dutch singer-songwriter
The More Assured,hip hop
Werly Fairburn,"rockabilly, traditional rockabilly"
Annie Drury,indie anthem-folk
Aşık Veysel,"baglama, turkish folk"
Dana Jean Phoenix,"popwave, synthwave"
James Bowman,classical countertenor
Luciano Cilio,post-minimalism
Proghma-C,hip hop
The Hype Theory,"pixie, pop emo"
The Kennedys,hip hop
Fatih Erdemci,turkish rock
Les Charlots,"chanson humoristique, chanson paillarde, classic french pop, ye ye"
Cortijo Y Su Combo,"latin jazz, puerto rican folk, salsa"
Michal Zebrowski,hip hop
Paul Dresher,"contemporary classical, minimalism, post-minimalism"
"Alger ""Texas"" Alexander",texas blues
Code 137,hip hop
Total Recall,jump up
Charles Trees,detroit house
Corpsefucking Art,"goregrind, pornogrind"
Erkut Taçkın,"anadolu rock, classic turkish pop, turkish psych"
Jamie Lewis,hip hop
Gortuary,hip hop
Hagar the Womb,anarcho-punk
Super Janne,suomirap
장우영,hip hop
Elfin Saddle,canadian experimental
Kelvyn Colt,hip hop
David Haas,rosary
Jonah Smith,hip hop
Strandz,hip hop
Asher Lane,hip hop
Fyrnask,"autonomous black metal, chaotic black metal, german black metal"
Jason Ringenberg,hip hop
Bloodlet,"florida hardcore, vegan straight edge"
Cocktail Piano Trio Deluxe,hip hop
Marie Rottrova,"classic czech pop, czech folk, czech pop"
Phantomsmasher,"digital hardcore, dub metal"
Stunna 4 Vegas,"north carolina hip hop, trap"
The Rose Of Avalanche,hip hop
Vincenzo Zitello,hip hop
Inezita Barroso,"sertanejo tradicional, viola caipira"
MandoPony,"otacore, pixel"
The Eternalist,hip hop
Празник,russian ska
Doctor Krápula,"colombian rock, latin alternative"
Marcelo Rezende,"bossa nova cover, coverchill"
Wowser Bowser,hip hop
Antwerp Gipsy-Ska Orkestra,"balkan brass, gypsy punk"
Chantal Acda,belgian indie
Fejká,ambient house
Honeymoon Disease,"gaian doom, swedish hard rock, swedish stoner rock"
Volker Pispers,"hoerspiel, kabarett"
Cassius Clay,hip hop
Oliver Mandic,"yugoslav new wave, yugoslav rock"
Janson Roberts,hip hop
Erik Bye,"classic norwegian pop, norske viser"
Flawless Real Talk,rhode island rap
Mike Curb Congregation,hip hop
Non Compos Mentis,new england metal
Dean Hurley,hip hop
Peter Hurford,classical organ
Scotty Atl,atl hip hop
Above Them All,hip hop
Denroy Morgan,hip hop
Hassan I Sabbah,skramz
Breaking Pangaea,hip hop
Donnie Fritts,outlaw country
Neno Belan,"croatian pop, croatian rock, yugoslav rock"
Otis Stacks,hip hop
Squid The Whale,progressive post-hardcore
Suhov,hip hop
Sko/Torp,classic danish pop
The McCalmans,scottish folk
Sound Of Contact,"crossover prog, neo-progressive, progressive rock"
Valery Gore,hip hop
Wes King,deep christian rock
Jerry R Zellers,jazz worship
Daecolm,hip hop
Young Echoes,hip hop
Carl Zeller,"german opera, operetta"
羅針盤,hip hop
The Epitome Of Sound,northern soul
Marvin Priest,australian dance
Usssy,microtonal
Advent Sorrow,"atmospheric black metal, australian black metal, depressive black metal, emotional black metal, symphonic death metal"
Ann-Louise Hanson,"classic swedish pop, dansband, swedish country, vintage swedish pop"
Dark Oath,"finnish metal, folk metal, melodic death metal, portuguese death metal, portuguese metal, viking metal"
Shanie,hip hop
Shere Khan,boston hardcore
akakage,hip hop
David Naughton,hip hop
Ola Szmidt,spectra
Panoramic & True,hip hop
1st and Goal Stadium Marching Band,hip hop
Guernica Mancini,hip hop
Ral Donner,"deep adult standards, doo-wop"
Sexdrome,"blackened crust, new isolationism"
Autolect & His Meltdown Movement,hip hop
Dan Griffin,hip hop
Kutsi,turkish pop
Maurício Pereira,"deep brazilian pop, nova mpb"
Argy Bargy,"oi, punk 'n' roll"
Jimmie Haskell,space age pop
Luminescent Orchestrii,gypsy punk
Mark Heard,"deep christian rock, jesus movement"
³³MARROW,hip hop
Timedrained,progressive psytrance
Juhani Ahonen,sleep
Wydziarany Majkel,hip hop
Save Face,"alternative emo, anthem emo, new jersey indie"
The Continentals,hip hop
Grace Acladna,hip hop
InClose,new french touch
La Floripondio,"chilean rock, ska chileno"
Patrice Holloway,deep northern soul
Path to Moksha,hip hop
Manuel Ruiz Queco,hip hop
The Scofflaws,"ska, ska revival"
Angemi,hip hop
Gartnerlosjen,norwegian rock
Geometric Vision,"dark post-punk, italian post-punk, modern goth"
ONEUS,"k-pop, k-pop boy group"
Skunk D.F.,"spanish metal, spanish punk"
The Groundswell,hip hop
Jooks,danish hip hop
Patrick Bowsher,hip hop
Violeta De Outono,"post-punk brasileiro, psicodelia brasileira"
White Ward,"atmospheric black metal, blackgaze, post-metal, ukrainian black metal, voidgaze"
Dj Juninho da Espanha,hip hop
Marco Faraone,"dark techno, italian techno"
Wilma Goich,classic italian pop
"A Fine Boat, That Coffin!",skramz
Alarma Man,hip hop
Plankton Man,hip hop
Miyuki Hatakeyama,j-acoustic
Brita Koivunen,"classic finnish pop, classic iskelma, musiikkia lapsille"
Daniel Kahn & The Painted Bird,hip hop
Dionysia,indie rockism
Graduating Life,"diy emo, midwest emo"
Jeremy Ellis,hip hop
Klischée,electro swing
Moder Jords Massiva,swedish reggae
Ray Quinn,talent show
Tre Mission,grime
Voz da Verdade,brazilian gospel
Cheb Kader,"rai, rai algerien"
CB45,hip hop
Los Limones,spanish new wave
Wolven Ancestry,"canadian black metal, melodic black metal"
Niko Is,florida rap
Rude Boys with Gerald Levert,hip hop
Anita Bryant,deep adult standards
Ralph Fiennes,hollywood
알렉스,hip hop
Maika,hip hop
Physical Illusion,"deep liquid bass, ukrainian dnb, ukrainian electronic"
Stephen Brodsky,spacegrunge
Marla Cannon-Goodman,hip hop
榎本温子,hip hop
David Solano,hip hop
Devi Sri Prasad,tollywood
Exmortem,"danish death metal, danish metal"
Kinanti Sekar Rahina,hip hop
Anthony Newman,harpsichord
The Honkytonk Wranglers,hip hop
Kill Sadie,sasscore
Manuel Cardoso,portuguese early music
Lilla Crawford,movie tunes
Reza Sadeghi,persian pop
The Stoneman Family,"banjo, traditional bluegrass"
Curtis Eller's American Circus,"banjo, dark cabaret, gothic americana"
DJ Madskillz,dutch tech house
Goliath,indonesian pop rock
Amongst Myselves,deep ambient
Johnny Moore's Three Blazers,hip hop
Joyhauser,"belgian techno, dark techno, raw techno"
Pekinska patka,"balkan post-punk, balkan punk, yugoslav new wave, yugoslav rock"
Tiger Hifi,hip hop
Heiner Goebbels,"electroacoustic improvisation, german contemporary classical"
Katerine Duska,greek indie
Peter Zummo,post-minimalism
Christy Azuma and Uppers International,hip hop
The Fernets,hip hop
Xhaler,hip hop
Boog Brown,hip hop
Bluegrass Brethren,bluegrass gospel
The Mackenzie,belgian dance
Wallachian Cobwebs,"dungeon synth, forest synth"
The Agitators,"oi, skinhead oi"
The Bunnys,hip hop
Buva,hip hop
Defconn,korean old school hip hop
Pikachunes,christchurch indie
Scycs,hip hop
Virgil Donati,"electric bass, jazz fusion, progressive jazz fusion, rock drums"
Steve Kuhn Trio,jazz trio
Ай-Q,russian reggae
Armin Jordan,hip hop
Audiosmog,hip hop
Beto Villares,nova musica paulista
Peaceful Platypus,hip hop
Smokey Hogg,"texas blues, traditional blues"
Wayne Gorbea,"latin jazz, salsa, salsa international"
Amasic,pixie
Ernesto de Curtis,canzone napoletana
Maj Britt Andersen,"barnemusikk, classic norwegian pop"
'Wild' Bill Davison,"dixieland, jazz trumpet"
Hunter G K Thompson,christian indie folk
Banda El Recodo De Don Cruz Lizárraga,hip hop
Datakult vs Far East Ghost,hip hop
G.Rag Y los Hermanos Patchekos,munich indie
George Butterworth,"british modern classical, early modern classical"
Single Frame,hip hop
Amelita Galli-Curci,"italian soprano, vintage classical singing"
Joe Pesci,hip hop
Teen Heroes,hip hop
310babii,hip hop
Brent Cowles,deep new americana
Jacob Karlzon,"german jazz, norwegian jazz, swedish jazz"
Suzy Q,"deep disco, hi-nrg, italo disco"
Addictive,hip hop
後藤まりこ、アヴちゃん(女王蜂),hip hop
Daby Balde,"desert blues, mbalax, musique peule"
Leiahdorus,neo-synthpop
Sahib Shihab,"jazz flute, jazz saxophone"
The Good Men,hip hop
Anthony Joseph,british jazz
Den Stora Vilan,"swedish americana, swedish indie rock, swedish prog, swedish psychedelic rock"
Los Machucambos,vintage spanish pop
Ridiculon,indie game soundtrack
Streetheart,classic canadian rock
Victory Pill,hip hop
Barry Tuckwell,"classical horn, classical performance"
IV My People,hip hop
Johnny Temple,hip hop
PassCode,"idol rock, j-pixie, japanese screamo, kawaii metal"
Blood Freak,portland metal
Luis Cobos,hip hop
Bushwalla,hip hop
Cabadzi,hip hop
King Kong & D'Jungle Girls,hip hop
Landmine Marathon,deathgrind
Stilluppsteypa,"glitch, icelandic experimental, lowercase, nordic ambient"
Виктор Салтыков,classic russian pop
Birds in the Basement,hip hop
Ellen Fullman,spectra
Eskalator,"ska jazz, swedish reggae"
FROZEN QUALIA,hip hop
Sylvia Patricia,hip hop
ВИГ Форум,hip hop
Paul Crossley,british classical piano
Tree Adams,hip hop
Deathrite,"german grindcore, saxony metal"
Geirr Tveitt,"impressionism, norwegian classical"
January RT,hip hop
Peter Benisch,hip hop
Peter Gallagher,hip hop
Psyched To Die,garage punk
Sam Beeton,hip hop
Gabino Pampini,"combos nacionales, salsa"
Natsumi Kon,hip hop
Eddie Ray Arnold,hip hop
Jessie Malakouti,hip hop
Nypykat,hip hop
Tiny Fireflies,indie fuzzpop
Rhytone,hip hop
Lovejoy,"pixel, pov: indie"
The Fantastic Four,"classic soul, motown, southern soul"
Intelligent Diva,hip hop
Lindomar Castilho,"brega, pop nacional antigas, sertanejo tradicional"
Los Mentas,venezuelan rock
Wieże Fabryk,polish post-punk
Jana Werner,hip hop
Katie Kim,"ambient folk, irish singer-songwriter"
ЕГОР НАТС,"russian alt pop, russian drain, russian trap"
Dregen,swedish hard rock
Ebony Tears,"swedish death metal, swedish melodeath"
Mike Nichols,hip hop
The Late Greats,hip hop
Ayako Ikeda,hip hop
El Cuero,norwegian rock
Sounds Of System Breakdown,hip hop
BeauDamian,"future bass, vapor twitch"
Christian Gabel,swedish synth
Rainer Trueby,hip hop
The Woolen Men,portland indie
Zanzibár,"hungarian pop, magyar retro dance"
Park Hotell,svensk indie
Aurila,chill house
Blade Runner Soundtrack/The New American Orchestra,hip hop
Dylan Patrick Smith,new age piano
Guy Marchand,hip hop
Out Cold,"boston hardcore, slash punk"
Out Cold A.D.,nz hardcore
The Mellotones,early reggae
Carly Smithson,hip hop
George Orwell,writing
Majozi,"folk-pop, south african pop, south african pop dance"
Raniera Blake,hip hop
Whale Tooth,ontario indie
Cosey Fanni Tutti,"british experimental, british industrial"
H.M.B. Cast,hip hop
Marcelus Airlinez,hip hop
Shirley Manson,hip hop
The Screaming Blue Messiahs,new wave
Jackie Kashian,"comedienne, new comedy"
ATL Jacob,hip hop
Kahurangi Marjim Kirikava,hip hop
Mulan Jameela,"dangdut, indonesian pop"
Stylust,experimental bass
Gayle Adams,"post-disco, post-disco soul"
Robert Raimon Roy,shiver pop
Sexual Earthquake In Kobe,dance-punk
Arecibo,hip hop
Frank Marino & Mahogany Rush,"blues rock, canadian metal, southern rock"
Hank Dogs,hip hop
Jerry Adriani,jovem guarda
Phil Cunningham,"accordion, scottish folk"
Harry Betts,jazz trombone
The Nightblooms,"dutch shoegaze, indie shoegaze, shoegaze"
Cold Comfort,ukrainian post-punk
El Natty Combo,"argentine reggae, ska argentino"
Fairuz Derin Bulut,turkish psych
Nando Lauria,hip hop
Trip the Witch,hip hop
Bella Boo,"float house, swedish electronic, swedish house"
Frail Body,"chaotic hardcore, mathcore, skramz"
The Amazing World of Gumball,hip hop
